제목,날짜,작성자,작성일,댓글
[정참시] '미미한' 이재명?…'우려봇' 이낙연?,2021-05-11 21:01:00,김*,2021-05-12 14:14:09,"우리의 선택은 이낙연뿐*
이재명지사와 비교불가~
내삶을 지켜주는 나라
이낙연이 함께합니다"
주호영·안철수 회동…야권 대통합 시동?,2021-04-10 07:11:00,고숙*,2021-04-11 01:28:03,"깜도 못된것들이 , 주제좀 알고 살거라, 잡탕이 돼는순간 풍지박산난다."
"""차기 대선 후보 적합도 윤석열 31.2%, 이재명 24.1%"" [KSOI]",2021-04-26 10:33:00,프라*,2021-04-28 07:49:55,"대깨문들 대갈이좀 깨져보니 이제는 이재명이냐?
모르면 좀 처물고 살어
니네들 땜에 나라 말아 처먹기 일보직전이야"
"""차기 대선 후보 적합도 윤석열 31.2%, 이재명 24.1%"" [KSOI]",2021-04-26 10:33:00,명기.*,2021-04-26 16:02:45,이재명이답이다~~문재앙은각성해라~~
"""차기 대선 후보 적합도 윤석열 31.2%, 이재명 24.1%"" [KSOI]",2021-04-26 10:33:00,명기.*,2021-04-26 15:58:11,윤석렬???말도않되는걸 언론플레이나하고 이재명이답이다~~문재앙정신차려라~~
"""차기 대선 후보 적합도 윤석열 31.2%, 이재명 24.1%"" [KSOI]",2021-04-26 10:33:00,서정*,2021-04-26 15:17:15,"야당 자투래기 다 합치면 46%

여당 합치면 40%가 안되네..

설마 했는데, 짜장이 왕이될 상인가?

짜장 대통령되면... 이민가야지... 병신들이 득세하는 나라.."
"""차기 대선 후보 적합도 윤석열 31.2%, 이재명 24.1%"" [KSOI]",2021-04-26 10:33:00,김병*,2021-04-26 13:40:32,"ㅋㅋ 놀고들 있네.. 이노무 언론.. 빨리 잡아야 하는데..
윤석열이 대권을 잡으면 박,전.. 전혀 뒤지지않는 탄압 거시기가 될거다..
절대 안된다.. 장난치지마라"
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,박현*,2021-05-10 19:55:20,윤석렬은 굴곡이 심하네... 그에 비해 이재명은 꾸준히 상위권이고. 2500명 조사는 어느 지역에 치중하느냐에 따라 많은 차이를 보일 텐데. 그리고 여론조사라며 전화 오는데 그게 받아주는 사람 이제 거의 없다. 40대인 나도 그냥 끊는다. 그거 받아서 조사 참여하는 연령층 알만 하지? 정작 투표하면 저건 무조건 이재명 당선이야...
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,강영*,2021-05-04 16:55:08,윤석렬이는 장모 마누라 사기사건 무마로 감빵가야 할것 같은데..
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,이현*,2021-05-04 11:53:52,"윤석렬 대선판에서 처가 가족들 비리 까발려지겠구나

의혹이네 수사중이네 무혐의네 그런건 의미없다

검찰때 니들이 하던 언플로 한번 당해봐라

대선 끝까지 완주하길 간절히 소망한다"
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,3495780*,2021-05-03 18:36:22,"윤석열·김정숙·문재인이 박원순 살해 혐의로 입건돼 범죄 피의자가 됐다

박원순 사인은 전신이 허공에 매달린 질식사(목 졸림)다 이때 심장 박동이 정지되면 중력 작용으로 혈액이 몸 아래쪽 모세혈관 내로 침강하면서 자줏빛 반점이 시체의 손끝 발끝 다리 아래쪽에 생긴다 그러나 시신에는 반점이 뒷덜미 허리 등 허벅지에 나타나 있다 즉 타살된 뒤 옮겨진 것이다
https://blog.naver.com/cnamsung/222170443857"
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,박현*,2021-05-10 19:56:25,멍멍?
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,한은*,2021-05-11 01:30:31,"태극기 부대 대원이신거 같은데 선은 지키세요.
너무 흉합니다. 부끄러운줄 아세요."
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,전경*,2021-05-03 15:34:01,결혼전이라고 치자 공모를 같이 했다고 트집잡는것도 아니고 제대로 수사를 해달라는 얘기 그럼 떳떳하잖아
"안철수 비서실장 김도식, 서울시 정무부시장에 내정",2021-04-15 20:27:00,마하트마간디의명언�*,2021-04-16 07:44:53,오세훈시장님과 김도식 부시장님의 멋진 활약 기대합니다 서민복지와 노인복지와 전 시민들의복지 우선 힘써주시길 #개식용금지 서울시민들과 친근한 서울시장님 부시장님 되시길 화이팅입니다
"이태규 ""김종인, 윤석열 통한 집권기획 잘 안 되니 짜증""",2021-04-23 11:06:00,Justso*,2021-04-23 23:08:06,"이태규 씨,
안철수 개인 따까리질을 온전히 하고 싶다면,
세비 받아 처먹는 의원질은 포기하는 게 도리
아닌가."
11개월 남은 대선시계…대선주자 손익계산서는?,2021-04-08 20:06:00,이연*,2021-04-09 14:16:15,이낙연 ....아~두통이야
11개월 남은 대선시계…대선주자 손익계산서는?,2021-04-08 20:06:00,4886280*,2021-04-08 21:44:35,"박근혜 이명박 사면론으로 집토끼도 다 놓치고 징벌적 손해배상은 흐지부지, 언론개혁은 손도 안 대, 검찰 개혁은 우물쭈물 어영부영 당하기만 하니 민주당 지지하던 사람들도 돌아서기 십상이다. 조국 추미애 방어는 하나도 하지 않고 다들 제몸 사리거나 살짝 배반한 놈들까지 생겨나고 있으니 이런 당을 어떻게 믿고 지지하겠는가! 그런 사이에 진짜 사깃꾼들은 상처를 이용하여 암덩이처럼 한 자리씩 꿰어차고 있으니... 다시 고질병이 재발한 것 같다. 한국사회 아직 멀었다."
"안철수 ""청와대 인적 쇄신 단행해야…필요하다면 '내각 총사퇴'라도""",2021-04-12 09:24:00,3495780*,2021-04-12 10:45:59,"박원순 살해범을 찾아냈다 -청와대 행정관이다
박 시장의 사인은 전신이 허공에 매달린 질식사(목 졸림)다. 이때 심장 박동이 정지되면 중력 작용으로 혈액이 몸 아래쪽 모세혈관 내로 침강하면서 자줏빛 반점(시반)이 시체의 손끝, 발끝, 다리 아래쪽에 생긴다. 그러나 박 시장의 시신에는 시반이 뒷덜미, 허리, 등, 허벅지에 나타나 있다. 즉 타살된 뒤 옮겨진 것이다. https://blog.naver.com/cnamsung/222170443857"
[정참시] 이재명의 작심 반성문…'민생개혁'으로 차별화?,2021-04-20 21:04:00,7491951*,2021-04-25 09:23:02,"이재명지사는 더검증이 필요하지 않을까
그리고 문재인통령은 보다적극적으로 국정현안들에 입장 표명을
해야하지 않을까 큰기대를 하지는 않지만 왜내가 이렇게 문통에게
등을 돌리려고하는지...
그리고 김종인노인네 말대로 국민의힘은 속이텅빈당이다 국민의 눈을 가리는 옛 새누리당 일수박에 저들의 한계가 아닐까
윤석열 지금움직일때가 아니라고본다"
[정참시] 이재명의 작심 반성문…'민생개혁'으로 차별화?,2021-04-20 21:04:00,황성*,2021-04-24 22:11:53,"국민의 짐은 나쁜 것들 집합소
더불어 찌질당은 등시니들 집합소"
[정참시] 이재명의 작심 반성문…'민생개혁'으로 차별화?,2021-04-20 21:04:00,황성*,2021-04-24 22:16:39,"찌질한 놈들이 집권하면 찌질한 놈들도 해 처먹고 나쁜 놈들은 더 해처먹는다.

결론 :
국민들 입장에서는 차라리 한 조직한테 당하는 것이 낫다.
40년 민주당 지지를 접고 싶다.ㅠㅠ

이재명이 열린 민주당과 신당창설하면 좋겠다."
[정참시] 이재명의 작심 반성문…'민생개혁'으로 차별화?,2021-04-20 21:04:00,Jay Ki*,2021-04-23 13:58:33,"""문재인 대통령님께서 말씀하신 것에 답이 있습니다. *부동산으로 돈을 벌 수 없게 하겠다*라고 하는 데에 모든 답이 들어 있습니다. 실주거용이 아닌 돈을 벌기 위한 수단이라면 이건 투자 또는 투기수단이기 때문에 사회적 부작용에 상응하는 제재를 가하는 게 맞습니다."" 이 말씀 참 마음에 듭니다 (문재인 부분만 빼면)"". 이렇게만 생각하고 행동 했으면 참 쉬운 일을 약속 못 지키는 것은 그렇다 치고 어쩌다 누구도 원하지 않는 누더기 부동산 법을 만들었을까요? 거기다 뻑하면 이랬다 저랬다..."
[정참시] 이재명의 작심 반성문…'민생개혁'으로 차별화?,2021-04-20 21:04:00,김홍*,2021-04-21 14:59:38,역시 이재명지사님 최고다... 정말 대통령이 되어야 합니다.
"김종인 ""안철수 '별의 순간' 지나가…윤석열은 '별의 순간' 포착""",2021-03-26 09:26:00,강효*,2021-03-27 17:07:56,니는 광화문 광장에 돗자리깔고 지나가는 시민들 운수나 봐주라 그게 딱이다
"김종인 ""안철수 '별의 순간' 지나가…윤석열은 '별의 순간' 포착""",2021-03-26 09:26:00,김중*,2021-03-26 16:22:19,"ㅋㅋ
웃겨..
얀초딩은 맞는데
떡껌패거리 얘긴 꽝..

니도 사라지는게.."
"김종인 ""안철수 '별의 순간' 지나가…윤석열은 '별의 순간' 포착""",2021-03-26 09:26:00,4861922*,2021-03-26 15:48:41,이렇게 오래 정치한 사람이 윤석열이를 대통령감으로 본다는 것이 매우 매우 우려스럽구나. 검찰 조직 하나도 제데로 건사하지 못하고 비뚤게 운영하는 공직자가 어찌 이 나라를 바르게 이끌겠소... 또다른 MB가 나오지 말아야 하오.
"김종인 ""안철수 '별의 순간' 지나가…윤석열은 '별의 순간' 포착""",2021-03-26 09:26:00,조칠*,2021-03-26 11:13:09,에라이 개 똘
[정참시] 이해찬 등판에 野후보 우측으로…대선구도 염두?,2021-03-22 21:03:00,정태*,2021-03-23 01:57:38,오세훈이 미쳤구나. 윤짜장이 짬뽕이라는 것은 지나가는 개도 다 아는데. 윤짜장에 대해서 대통령이 지명해서 적폐청산 특수수사에 나서고 검찰이 못할테니 당연히 특검으로 해야할 터인데 그런 윤짜장을 써먹겠다고? 국민의힘은 적폐의힘이라는 것을 스스로 증명하는구나. ㅉㅉㅉ.
"유승민 ""윤석열·안철수 모두 국민의힘 들어와 힘 합쳐야""",2021-03-30 10:54:00,소병*,2021-03-30 16:14:42,김종인 할배가 말한 파리구만!
"유승민 ""윤석열·안철수 모두 국민의힘 들어와 힘 합쳐야""",2021-03-30 10:54:00,김중*,2021-03-30 15:24:23,"ㅋㅋ
유가야!
넌 아직도 정치판에 얼쩡거리냐..
정신차리고 사라지는게..

얀초딩과 함께 사라져라."
"유승민 ""윤석열·안철수 모두 국민의힘 들어와 힘 합쳐야""",2021-03-30 10:54:00,1573454*,2021-03-30 14:18:02,"니들이 차라리 국민의당으로 가라~~!!!
덜떨어진 국민의짐에 있지말고~~ 윤석열이 미쳤다고 국민의힘으로 가냐!!!!
아직도 정신을 못차렸네......."
"유승민 ""윤석열·안철수 모두 국민의힘 들어와 힘 합쳐야""",2021-03-30 10:54:00,4886280*,2021-03-30 13:55:42,주호빵이랑 같은 처지면서 ... 조합주택인가? ... 해명은 불요. 사실이 말해 줄 테니까.
"유승민 ""윤석열·안철수 모두 국민의힘 들어와 힘 합쳐야""",2021-03-30 10:54:00,허승*,2021-03-30 13:52:41,유승민이 젤 멋짐. 솔찍히 대통령감으로 가장 적당한데 견제세력이 너무 많아서..
"안철수 ""내곡동 불안"" 오세훈 ""신기루 불안""…신경전 팽팽",2021-03-22 10:35:00,이길*,2021-03-22 19:09:35,"오세훈

https://n.news.naver.com/article/469/0000590311
내곡지구, 盧정부 허가였음 보여주는 문건

이번에 뜬 속보 입니다."
"안철수 ""내곡동 불안"" 오세훈 ""신기루 불안""…신경전 팽팽",2021-03-22 10:35:00,한상*,2021-03-22 14:26:17,서울시민이 봉인가요? 급식반대로 서울시장을 그만 둔 사람. ....서울시민이 뽑아 주었는데 제 맘대로 그만 두고 ... 잠시 서울시민 이용하고 그만 둘 생각으로 서울시장하겠다고 목을 메는 지금의 상황은 참 서울시민을 아주 우습게 보네요. 서울발전에 대한 비젼도 없고..... 복지비젼도 없고...... 단지 욕심만 눈에 보이네요....... 이제는 서울시장 후보자리도 판돈으로 거네요. 도박판도 아니고 아니면 말고네요....... 차라리 세곡동으로 챙긴 돈을 판돈으로 걸지 말로만 손해보지 않는 것들을 걸지 말고요. ....
"안철수 ""내곡동 불안"" 오세훈 ""신기루 불안""…신경전 팽팽",2021-03-22 10:35:00,유지*,2021-03-22 14:01:20,*안녕하십니까. 이땅에 조류정치 *새정치*를 안철수 입니다. 에휴~요즘 오세훈 후보가 저에게 자꾸 뭘 양보를 안한다. 이렇게 말을해서... 에휴~모든 방안을 수용하고 단일화에 합의 했습니다. 그런데 또 뭔 말이 많습니다. 저는 *안초딩*이고 오세훈 후보는 *5세훈*아닙니까? 에휴~ 초등학생이 유치원생에게 양보를 하면 얼마나 합니까. 여론조사 그거 다 사기 아닙니까...어차피 모두 제가 가져가게 되어있는데...제가 누굽니까? 문재인 대통령도 오세훈 후보도 제말 무슨말인지 모르시겠습니까?*
"안철수 ""내곡동 불안"" 오세훈 ""신기루 불안""…신경전 팽팽",2021-03-22 10:35:00,김중*,2021-03-22 13:49:36,"ㅋㅋ
두이다 바부..
나 ㄱ바 ㅇ거사들..
잘가"
"안철수 ""내곡동 불안"" 오세훈 ""신기루 불안""…신경전 팽팽",2021-03-22 10:35:00,이상*,2021-03-22 13:35:54,"오세훈은* 정확한 본질 밝혀야 한다.
LH사건 연계 투기로 물타기 맥끈어야."
"[정참시] ""조국 공방 부끄럽다"" 이철희 청와대 입성?",2021-04-12 21:03:00,이제*,2021-04-15 23:16:32,이철희 의원님 초심을 잃지마시고 정도를 가시길 기원합니다.
"[정참시] ""조국 공방 부끄럽다"" 이철희 청와대 입성?",2021-04-12 21:03:00,조대*,2021-04-13 01:55:33,"5연승 하고 1패했는데 마치 꼴짜라도 한 것처럼 난리네...전승우승하면 좋죠....근데 그건 영화,드라마에서나 나오는 거고 현실은 이기고 지는 게 실제입니다. 한 번 졌다고 너무 패배감에 쩔지 말고 패배의 원인을 잘 분석해서 다시 연승가면 됩니다...제발 내부 총질이나 분열 좀 하지 맙시다..."
"윤여준 ""윤석열, 안철수와 달라…국민의힘 영입하면 당선 가능성 높아""",2021-03-17 10:34:00,황금*,2021-03-18 00:04:42,이놈이 모사꾼. 챌수 인생을 권력 탐욕자로 망쳐 놓고 썩열이도 망칠 준비 하는군 . 여튼 그점은 감사혀유.
"윤여준 ""윤석열, 안철수와 달라…국민의힘 영입하면 당선 가능성 높아""",2021-03-17 10:34:00,김태*,2021-03-17 19:40:01,"거건 윤여준이 생각이고
찍고 안찍는 국민들이한다
옛날 6ㅡ70년대생각하모 안된다
보수는 줄고 진보는널어나는대
아직 고무신 선거 생각인갑다"
"윤여준 ""윤석열, 안철수와 달라…국민의힘 영입하면 당선 가능성 높아""",2021-03-17 10:34:00,김천*,2021-03-17 11:41:40,"이런 늙다리 들이 대한민국을 말아먹는 주범들이다.
어른 대우를 받으려면 나이먹으면 먹을수록 주댕이는 닫고 주머니는 열어야한다.
아무때나 분별없이 기어나와 개소리 해대는 인간들을 이땅에서 아웃 시켜야 한다.
대한민국의 건강한 발전을 위한 조언은 용서 받을수 있다.
국민들 편가르기나 영양가 전혀 없는 개주절담은 이사회의 악이다."
"김종인, 당원들에 '오세훈 지지' 문자…'안철수 이겨도 승복?' 질문엔 답변 거부",2021-03-22 11:22:00,박종*,2021-03-22 20:33:12,누가돼도 상관없는데 영원한 안바타만아니면됨 재산이 일천오백억이 넘는사람이 집없는 아저씨란다
"김종인, 당원들에 '오세훈 지지' 문자…'안철수 이겨도 승복?' 질문엔 답변 거부",2021-03-22 11:22:00,김현*,2021-03-22 17:54:02,안철수는 또 이용만 당하고 팽 당하는거냐? ㅎㅎㅎㅎㅎㅎ
"김종인, 당원들에 '오세훈 지지' 문자…'안철수 이겨도 승복?' 질문엔 답변 거부",2021-03-22 11:22:00,팩트리*,2021-03-22 17:48:34,오세훈이 최고지~ 안그래?
"김종인, 당원들에 '오세훈 지지' 문자…'안철수 이겨도 승복?' 질문엔 답변 거부",2021-03-22 11:22:00,native2 grea*,2021-03-22 16:29:32,"김종인 이아저씨 정말 말이 안되는 사람이구만,,,어찌 이런말을 공공연하게 하니,,,
그러면 두사람이 단일화 합의는 뻘로 했나? 잉? 지키지도 않을 것을 왜 하나?
나이먹은 사람으로서 창피하네,,,
김씨 이젠 집에가서 손주나 봐주구려,,,"
"김종인, 당원들에 '오세훈 지지' 문자…'안철수 이겨도 승복?' 질문엔 답변 거부",2021-03-22 11:22:00,옥경*,2021-03-22 16:26:38,왜 고양이(MBC)가 쥐 걱정 ?
[국회M부스] '내가 MB아바타냐'던 안철수의 국민의힘 합당 선언…'새정치'는?,2021-03-17 09:24:00,이병*,2021-04-05 11:57:55,허접쓰레기들의 하치장
[국회M부스] '내가 MB아바타냐'던 안철수의 국민의힘 합당 선언…'새정치'는?,2021-03-17 09:24:00,김영*,2021-03-18 11:22:38,"철새 안철수 그만 철수하고
본업으로 가시오"
[국회M부스] '내가 MB아바타냐'던 안철수의 국민의힘 합당 선언…'새정치'는?,2021-03-17 09:24:00,최오*,2021-03-18 05:46:38,에라 그것은 안뗘줄거지?
[국회M부스] '내가 MB아바타냐'던 안철수의 국민의힘 합당 선언…'새정치'는?,2021-03-17 09:24:00,이창*,2021-03-18 01:15:55,권력에 눈먼 MB아바타 맞고요.당신을 철새라말합니당
[국회M부스] '내가 MB아바타냐'던 안철수의 국민의힘 합당 선언…'새정치'는?,2021-03-17 09:24:00,황금*,2021-03-18 00:13:04,한마디로 권력 욕심에 미쳐버린 챌수가 지 럴 발광해 보는 견 수작. 이런 놈이 정치하니... 미개 조선이라고 하지.
"[정참시] 김종인 '독설'의 끝은 신당?…""언론의 작문"" / 위기의 민주당…누가 이끄나?",2021-04-15 21:01:00,구경*,2021-04-21 13:25:51,꺼져 라 ㄱ 1 8 ㅈㅋㅇ ㅋㅅㅋ
"[정참시] 김종인 '독설'의 끝은 신당?…""언론의 작문"" / 위기의 민주당…누가 이끄나?",2021-04-15 21:01:00,고숙*,2021-04-16 01:07:13,언론개혁은 필수다.
"[정참시] 김종인 '독설'의 끝은 신당?…""언론의 작문"" / 위기의 민주당…누가 이끄나?",2021-04-15 21:01:00,16974339*,2021-04-22 20:27:12,아따 우덜식 언론개혁은 우덜을 위한 우덜의 언론이랑께요ㅋㅋ
"[정참시] 김종인 '독설'의 끝은 신당?…""언론의 작문"" / 위기의 민주당…누가 이끄나?",2021-04-15 21:01:00,hongs*,2021-04-16 00:07:30,"김종인 황교안 오세훈 김무성 유승민 홍준피　심재철 주호영 나경원, 이들은 보수 우파가 아니고 , 중도혁신을 주장하는 종북좌파의 하수인역활 ;
* 황교안 김종인 의 음모 ; 동조자 오세훈　、 김무성 유승민 홍징표　심재철 주호영 나경원,탄핵주동자들 ,
* 1, 김종인 은 좌익 전라도당세력의 핵심인물 , 전라남도 광주시 광주서석초등학교 졸업 , 광주서중학교 졸업 , 광주제일고등학교출신 으로 , 국회의원 5기 5번 모두 민주당소속이엇다. 이러한전라도당 핵심 인물 김종인에게,국민의힘 당권을 넘겨준 황교안,
*2, 보수정당 전국민의51%이상 지지하는 박근혜 대통령 (새누리당 자유한국당 미레통 국민의힘)을 말살하려는가 !?
*3, 황교안은 죄없는 박근혜 대통렴 님이 부당하게탄핵된후 , 보수당의대표등, 보수계 당을장악한다음에 60명의 탄핵반대 국회의원들은 외면하고 , 탄핵주도 핵심뱀버 심재철 주호영 나경원 유승민 등을 당요직에등용한 황교안 , 배신자 2중인격 황교안 , 0.下의 저질,
* 황교안 걈종인 김무성 유승민 홍준피　오세훈 심재철 주호영 나경원의 간교하고 배신적인 야합을 전국민의 51%보수파가 용서할수가 없다 ! 황교안 이 김종인까지 합세, 그들은 보수 우파가 아니고 , 황당한 중도혁신을 가칭하는 종북좌파의 하수인역활；…
**당 창당 , 전국 보수우파의 지지를 모을수있는 우익 보수 의 핵심 , 최경환 等 탄핵반대 새누리당 60명 이넘는 국회의원들 ,민경욱 조원진 윤석열 황우여 우병우 이인제 서청원 홍문종 김문수 전광훈 김창중 이정현 박찬주 등等이 힘을합하여 , 진정한 국민이 원하는 전국민의 51%넘는 선명한 보수우파의 세력을 결집할수가있다 !.

https://www.facebook.com/photo?fbid=511033789879867&set=gm.4958778717525561"
"[정참시] 김종인 '독설'의 끝은 신당?…""언론의 작문"" / 위기의 민주당…누가 이끄나?",2021-04-15 21:01:00,고숙*,2021-04-16 01:05:59,그래도 니애ㅁ넌은 미역국 먹었을거나.
"'침통' 민주, 쇄신책 고심…'환호' 국민의힘, 새판 짜기",2021-04-08 06:11:00,이창*,2021-04-08 16:06:37,"민주당침통해할것없다
더욱분발하고180석으로
국민위한정책많이만들고
열심히국민만보고가자
대선필승할것"
"'침통' 민주, 쇄신책 고심…'환호' 국민의힘, 새판 짜기",2021-04-08 06:11:00,남인*,2021-04-08 10:48:35,"언론 개혁이 필요하다고 생각하는건 국민들만 그런건가? 아니면 그들의 세력이 너무 커 건드리지 못하는 것인가? 우리나라 언론, 종교, 기득권이 썩을대로 썩어서 냄새가 진동하는데 도대체 뭘 하는 것인가?"
"'침통' 민주, 쇄신책 고심…'환호' 국민의힘, 새판 짜기",2021-04-08 06:11:00,8378412*,2021-04-08 09:09:47,"현정권의 패착은
1. 적폐근절못함
2. 기레기척결 못함
3. 야당협의하지말고
주관적으로 정치하란국민의 소리 실천못함
4. 윤석렬한테 끌려다님
5. 결단력없는 정치전략"
"'침통' 민주, 쇄신책 고심…'환호' 국민의힘, 새판 짜기",2021-04-08 06:11:00,우익*,2021-04-08 09:02:49,"멍청한 민주당 의원들아.
돈퍼주고빰맞는 어리석은자들아.
보편적지급하랬지.
뭘 암것도 모르는것틀이 정치는 생물이네,공학이네 하면서 헛소리말고,
패배의가장큰원인은 선별지급때문이다.
계속그딴식으로 해봐라.
대선때도 국물도없다.
그리고언론계혁좀해라.180석을줘도못하고질질끌려다니는것을 보면서 당신들은 무능하다는생각외에는 없었음.
맑은물에미꾸리지한마리가 이물은 더럽다더럽다하고다닐때,가만있지말고미꾸라지한마리잡아라.그미꾸리지가계속휘젓고다니면 물이흐려지고.흐려지면 미꾸리지들이한마리두마리 동조한다그러면 진짜더러워진다.
나중엔온통흙탕물이된다.
잡아라"
