제목,날짜,작성자,작성일,댓글
[JTBC 여론조사] 대선주자 선호도 윤석열 36.3%…양자대결도 '여유',2021-04-12 19:52:00,c***2,2021-04-13 05:58:14,"선호도가 딱 ... 어느 지역 인구 비율이네.. 저런 범죄자 집안 인간들도 대통령 될 수 있는 지역... 이번에, 그 지역 시장 뽑은거 봐라..!! 온갖 잡질로 돈만 챙기던 놈이나 뽑고.. 참, 저 지역 수준은 어떻게 하니... 박정희 전두환이 독재의 단물만 빨던 인간들... 싸나이? 개가 웃는다.."
[JTBC 여론조사] 대선주자 선호도 윤석열 36.3%…양자대결도 '여유',2021-04-12 19:52:00,f***7,2021-04-13 02:08:53,밑에 대깨들 논리가 없노 윤석열 일개 검사였는데 우파 세력과 전직대통령 두명과 깜빵넣은 공으로 검찰총장 낙하산으로 꼽아주고 키워준게 문재인이란걸 모르나? 대가리에 두부만 들었나 ㅋ 대깨들 풉 일개 검사가 대통령감이 아니라고? 그럼 경희대정도 나와데모 흉내내다 변호사 하던 문재인은 대통령 감이야? ㅋ 사시패스도 검사 커트라인이 변호사 보다 위이고 학벌도 위이고 문재인덕에 총장까지 했는데?대깨들때문에 국민이 정신차리네 ㅋ 대깨들화이팅
[JTBC 여론조사] 대선주자 선호도 윤석열 36.3%…양자대결도 '여유',2021-04-12 19:52:00,f***7,2021-04-13 01:59:04,이낙연은 문재인과 함께 침몰해 제거 될각이고 이재명은 대깨등르 떠않아야 될텐데 점점 대깨들은 침몰각이라 대깨랑 한배탔다간 좌익 자체가 박멸될거고.. 중도 전후를 꽉잡은 윤석열이 그나마 여유롭구나.
[JTBC 여론조사] 대선주자 선호도 윤석열 36.3%…양자대결도 '여유',2021-04-12 19:52:00,h***0,2021-04-13 01:19:36,"국민의 수준이 이지경이 된게 누구 때문인가?
일개 검사가 대통령감이라니.... 이 사람이 데체 누구란 말인가?
한탄스럽고, 한심스러원진다."
[JTBC 여론조사] 대선주자 선호도 윤석열 36.3%…양자대결도 '여유',2021-04-12 19:52:00,h***0,2021-04-13 01:17:09,"도데체 국민의 수준이 이 모양이된게 누구 때문인가? 한탄스럽고 수치스럽다.
일개 검사가 대통령감이라니....? 한심하다."
[JTBC 여론조사] 대선주자 선호도 윤석열 36.3%…양자대결도 '여유',2021-04-12 19:52:00,o***0,2021-04-13 01:02:15,자 문이란 세력은 결국명분만 채기려다 이도저도 안된 댐빵하다 막판에 LH아킬레스로 머된정권이다... 그렇다구 야인들이 멋지게 잘한것도 없다... 정신차려라 여든 야든 정치하는것들은 세금으로 대신 일하는 노비다 그걸 마치 희롱하듯 또 쑈를한다..정신차려라...정치하는것들은 여든야든 다 우리편이아니란것을..바보같이 아직도 선그려구 뇌를 소모하지마라..
[JTBC 여론조사] 대선주자 선호도 윤석열 36.3%…양자대결도 '여유',2021-04-12 19:52:00,k***3,2021-04-12 23:51:32,"윤석열 전 검찰총장, 조국 전 장관 처럼 장모 부인 본인 범죄, 70곳 이상 압수수색 사법처리 했다면 윤석열 본인 부인 장모 몽땅 감방에 쳐박혀 있을 것으로 확신한다."
[JTBC 여론조사] 대선주자 선호도 윤석열 36.3%…양자대결도 '여유',2021-04-12 19:52:00,이***석,2021-04-12 23:03:24,이재명은 혜경궁김씨 사건으로 친문이 죽이려고할때 그냥 탈당해서 정의당이나 국민의당으로 갔으면 지금보다 훨씬 전망 좋았을거다. 지금 민주당에서 백날 친문한테 아부해봐야 친문이 대선후볼 안 밀어준다. 정동영하고 이명박 매치할때도 친문들이 도와주지도 않았다. 친문패권주의는 자기들편이 권력 못잡으면 차라리 상대당에게 권력주는게 낫다라는 생각을 가진 비정상적인 사람들이다.
[JTBC 여론조사] 대선주자 선호도 윤석열 36.3%…양자대결도 '여유',2021-04-12 19:52:00,김***기,2021-04-12 22:05:33,"(외톨이참새)
어리석은 진보들....아니 친문들.
내가 예측한 정치가 꼭맞아들어가는군...
내가 거듭거듭 강조했듯이 니들은 명박이보다 더 모진자를 맞이하게 될거야...
내말이 의심스러우면 내아이디를 정치기사 5개월전부터 검색해보라.
니들은 콧방구를 뀌겠지만, 이젠 재명이도 장담을 못하는 사태까지 왔다.
니들은 이제 사즉생의 심정으로 재명이에게 기대를 하겠지만....
과연 친문과 문통정치의 증오표심을 이길수가 있을까 ?"
[JTBC 여론조사] 대선주자 선호도 윤석열 36.3%…양자대결도 '여유',2021-04-12 19:52:00,박***안,2021-04-12 21:53:05,윤가가 할수있는것은 범죄자잡는거하고 없는죄도 만드는거외 뭘할수있을까
[JTBC 여론조사] 대선주자 선호도 윤석열 36.3%…양자대결도 '여유',2021-04-12 19:52:00,A***n,2021-04-12 21:44:48,"나라가 망하는 방법인가?
어디 방글라데시 후진국도 아니고 대한민국 수준 개허접이네"
[JTBC 여론조사] 대선주자 선호도 윤석열 36.3%…양자대결도 '여유',2021-04-12 19:52:00,한***우,2021-04-12 21:36:12,ㅋㅋㅋJTBC 왜이러냥. 손석희 내려가더니 ;;
[JTBC 여론조사] 대선주자 선호도 윤석열 36.3%…양자대결도 '여유',2021-04-12 19:52:00,J***g,2021-04-12 21:24:08,JTBC도 진즉에 기레기 반열에 올랐구나...
'내년 3·9 대선' 초반 판세 JTBC 첫 여론조사…윤석열 36.3%,2021-04-13 07:57:00,김***숙,2021-04-18 22:30:40,"윤석열은 똥이다
나는 이재명을 지지한다"
'내년 3·9 대선' 초반 판세 JTBC 첫 여론조사…윤석열 36.3%,2021-04-13 07:57:00,J***n,2021-04-16 01:07:09,"""타성에 젖지 않고, 늘 겸손하게..."" 이희정 정치부 기자, 웃기지 좀 말고, 기자라고 하지도 말고... 기레기가 정답. 검새 윤석열이가 대통령 후보로 오르내릴 때, 정말 참담하고 민망한 국민들은 생각해 봤나? 홍씨가 그렇게 띄우라 하던? 수구 족벌 언론 사주의 노예일뿐, 기자는 무슨... 나같으면 쪽팔려서라도 그 사진 내린다."
'내년 3·9 대선' 초반 판세 JTBC 첫 여론조사…윤석열 36.3%,2021-04-13 07:57:00,J***n,2021-04-16 01:02:06,윤석열 대통령 후보로 띄워주기에 열혈한 Fucking JTBC. 홍석현이 그렇게 시키더냐? 족벌 독재 사주에 노예가 되어 버린 JTBC의 기레기들... 옛날 니들 선배들은 반항이라도 했지. ㅉㅉ 한심한 JTBC.
"김무성 ""촛불 계엄령 사실""…당내 친박 '탄핵책임론' 조기진압?",2021-04-27 19:27:00,k***.,2021-04-27 20:29:14,김무성과 유승민은 주딩이가 열개라도 할말이 없는놈들 입니다.
[비하인드+] 진중권 vs 김용민 '똘마니 논란' 소송 결말은,2021-04-25 20:19:00,c***2,2021-04-26 12:14:57,정치인도 아니고.. 학자도 아니고.. 그냥 그런 인간이... 사람들 관심 좀 받으려고 애쓴다.. 불쌍하다..
[이슈체크] 안철수는 도울까?…단일화 이후 전망은,2021-03-23 19:55:00,c***2,2021-03-24 13:55:58,철수야!! 너 그놈이 부동산 투기꾼인 걸 알고도 같이하니? 넌 청 억 가지고 전세 산다며? 참 꼬라지들 하고는...
"[백브리핑] 김종인·안철수 만났지만…'긴 다툼, 짧은 악수'",2021-03-25 21:20:00,c***2,2021-03-27 14:01:08,철수 쟤는 정말 찌질인 거 같아.. 저 왜구 놈들이 선거에 써먹고..너랑 뭘 하겎다? 그럴 놈들이면 이명박 박근혜랑 그렇게 해 쳐먹지도 않았을 거다... 서울이고 부산이고.. 저 도둑넘들을 시장 만들어... 시 돈을 다 빼 먹도록 구경이나 해라..... 저능한 인간들..ㅋㅋ
"김성완 ""김종인, 국민의힘 영남 기득권 무시…중진들과 갈등 지속""",2021-04-22 15:08:00,c***1,2021-04-22 18:21:20,"종인 할배, 저놈들에게 한 두 번 이용 당하요? 저놈들이 갱제 민주화에 쪼끔이라도 관심 있었던 줄로 아시요? 저놈이 기본소득에 쪼금이라도 관심 있는 줄 아시요? 당신을 우두머리로 삼은 줄 아시요? 당신을 잠시 얼굴마담 내세워놓고 뒤에서는 국민들 비웃는 놈들이 저놈들이요. 맨날 이용 당하는 것은 당신이 어리석어서라기보다는, 잠시 우두머리 되는 게 좋아서니 어쩌겠소. 그렇게 이용당하더라도 또 부르면 또 좋아서 갈 놈이 당신이니...."
"오세훈, 안철수 꺾고 단일후보…곧바로 '원팀' 이뤄질까",2021-03-23 19:04:00,c***2,2021-03-23 20:04:05,자.. 서울 시민 중.. 학부형님들... 자 도시락 준비 합니다... 애들 밥 주면 나라 망한다는 인간이 서울 시장이 되려고 합니다...
대선 1년 앞둔 '전초전'…존재감 드러내는 '잠룡들',2021-03-27 19:30:00,y***6,2021-03-28 10:09:29,이번 서울 보선은 실패한 전서울 시장이 출마했음에도--국힘에 유리한것은 안철수와손을 잡고 선거에 임했고--둘째는 민주당의원 의 숫자로의 오만과독선이부른--부동산정책의 실패에 있다고 본다.
사면론에 국민의힘 지지율 '휘청'…수습 나선 당권 주자들,2021-04-26 19:27:00,c***2,2021-04-27 09:41:23,개 돼지들아 니들이 뽑은 게 저런 놈들인거야.. 우린 저것들은 왜구라 부른단다
이재명과 격차 더 벌린 윤석열…'비호감도' 또 최고치,2021-04-20 08:04:00,T***n,2021-04-26 09:24:11,언젠가부터 JTBC도 다른 조잡한 언론들과 비슷해지고 있다는 느낌을 계속 받는다. JTBC가 유일하게 믿던 언론이었다. 지금은 나만 느끼는건지는 모르겠지만 기사에서 공정함이라던가 진실들과 멀어진다는 느낌이 강하게 든다. 손석희씨가 뉴스에서 없어진 그때부터라는 생각이 들지만 제발 아니길 바란다.
안철수 찬조연설 시작되자 1분 만에 자리 떠난 김종인,2021-03-25 17:18:00,김***건,2021-03-26 02:48:20,"눈치 코치도 없이, 자신의 대권도전만을 위한 무한질주. 열정남인지아니면 모질이지.... 김종인옹의 말대로 되지도 않은 짓을. ㅠㅠ"
안철수 찬조연설 시작되자 1분 만에 자리 떠난 김종인,2021-03-25 17:18:00,유***훈,2021-03-25 19:21:38,'안녕하세요 '기름장어' 김종인 입니다.. 내가 뭐그랬어 철수하고 승민이는 빼라고 그랬잖아.. 나 먹을것도 없는데 무슨...깜이 되야 껴주지... 애들이 말을 안들어... 언감생심 대선후보는 무슨... 어차피 내가 나가게 되어 있는데 뭐이리 말들이 많아..페르시아 연락했어? '금내놓으라고?' 알고보니 걔들이 나가 아니고 몽골이었어.. 나가 아무것도 몰랐네...밑빠진 독에 물부은거 아냐 그러믄.... 알빠졌네...알이 쏙 빠졌어요.'
안철수 찬조연설 시작되자 1분 만에 자리 떠난 김종인,2021-03-25 17:18:00,내***늘,2021-03-25 18:50:02,"종인 할배 걱정이 많이 됐나보네, 자기는 이 선거 X맨인데,
눈치도 없이 철수가 흥행에 도움을 주니....
어차피 망가질 두 당의 공조가 몇일나 가는지 봅시다."
[JTBC 여론조사] 조금 더 벌어진 윤석열-이재명 지지율 격차...개각 후 민심은?,2021-04-19 19:24:00,원***리,2021-04-19 20:15:38,"선거 끝나니까. LH 얘기 쏙 들어가고. 매일매일 부동산 폭등. 폭등. 전세난민. 이라더만..
요샌 오세훈 효과? 부동산 상승세.

폭등폭등 외치던 새키들이.. 왜 갑자기 부동산 상승세라고 순화시켜서 기사를 써?"
"안철수가 띄운 '국민의힘과 합당' 승부수, 왜?",2021-03-16 13:12:00,c***9,2021-03-27 15:24:23,"띨수는 이미 흘러간물이라고 영감님이 그러던데 나가 보기에도 띨수는 영원히 아웃이다.
한마디로 상품값어치기 끝낫다 이말이제"
"안철수가 띄운 '국민의힘과 합당' 승부수, 왜?",2021-03-16 13:12:00,아***이,2021-03-17 17:58:22,"권력에 미쳐 버린 어리버리 챌수.
나라 망치는 정치 개..."
"안철수가 띄운 '국민의힘과 합당' 승부수, 왜?",2021-03-16 13:12:00,l***1,2021-03-16 18:44:37,국민의 힘이 국민의 당으로 흡수되야..구태를 벗어야..
"'안철수 책사' 이태규, 단일화 협상중 윤여준 만난 이유는",2021-03-17 16:04:00,김***기,2021-03-17 18:36:43,"(외톨이참새)
철수의 책사가 바로 그자였구만....
난 철수가 똥뽈을 찰때마다, 도데체 철수의 참모가 누구인지가 궁금해서 대략 열번정도를 댓글로 궁금함을 물었었는데....
아이고... 철수야...
차라리 나를 뽑지....벌써 대통령이 되었을텐데...."
"'안철수 책사' 이태규, 단일화 협상중 윤여준 만난 이유는",2021-03-17 16:04:00,아***이,2021-03-17 17:25:21,"책사가 아니라 모사꾼 윤여준 말을 듣다가 망가진 챌수.
권력에 눈이 뒤집혀서
아직도 그 놈 바지가랭이를 붙잡고
죽어가는 구나."
"'안철수 책사' 이태규, 단일화 협상중 윤여준 만난 이유는",2021-03-17 16:04:00,y***6,2021-03-17 17:13:56,"초선들은 그래도..좀 낫지...구닥다리 국민의힘은의원 들은 비리냄새가 나는것 같아 싫다.
윤총장과 같이 할 준비를 제3시지대에서 하시지요?"
"[단일화 토론] ""오늘이라도 입당 결심하는 건?""…안철수 답변은",2021-03-16 19:18:00,이***복,2021-03-17 16:11:14,우링나라를 살리는 길은 지방분권을 없애고 복지 줄이는 것 당장 인기를 위해 지자체 및 정당들이 복지로 돈을 쓰는데 너무 지나치다 일하는 국민정부에 기대어 무료 돈을 받으려는 사람들 지나치게 자신들 연봉만 높이는 대기업 및 공기업 특히 공기업은 특단에 조치른 취해야 한다 성과급 및 정보를 이용한 투기
"[단일화 토론] ""오늘이라도 입당 결심하는 건?""…안철수 답변은",2021-03-16 19:18:00,김***호,2021-03-17 11:51:47,대선포기ㅋ 둘이뭐하니 니들이 국가생각하고당생각한다고 니들권력욕심때문에 당이필요한거자나 철새야떨어짐또외국나갔다선거철되면다시올테고 다른한명은시장되면 몇십억먹고또튈테고
"""1주일에 1천여만원 든다는데""…윤석열 '러브콜' 시작한 국민의힘",2021-04-09 13:52:00,김***기,2021-04-09 16:16:12,"(외톨이참새)
석열이에게 러브콜을 보낸다고 ?
나의 아이디댓글을 본 댓글러들은 잘알고있을것이다.
불과1년전만 하여도 진보댓글을 썼었다는것을...
하지만 문통정치에 구역질이나서 수꼴로 돌아섰었지.
하지만 야당에 아무리 인물이 없기로서니... 석열이는 너무 아니지.
그건 스스로 무덤을 파는격이야....
남의부모가 자기자식이 말을 잘안듣는다고 이웃사람에게 혼구녕을 내주라고 한다고... 진짜로 눈치없이 때리냐 !! 이 멍청들아...."
"""1주일에 1천여만원 든다는데""…윤석열 '러브콜' 시작한 국민의힘",2021-04-09 13:52:00,y***6,2021-04-09 15:59:16,진심의 정치는 안대표의 정치철학이다...그래야 지지 를 받는다....
"[JTBC 여론조사②] ""대통령감 절대 아니다"" 1위도 윤석열",2021-04-13 17:56:00,박***3,2021-04-14 07:57:33,"답은 명확합니다.
이낙연입니다.
호불호는 순간이구요.
사람의 됨됨이가 최종 답안입니다.
우리는 이낙연이라면
믿고 갑시다."
"[JTBC 여론조사②] ""대통령감 절대 아니다"" 1위도 윤석열",2021-04-13 17:56:00,f***7,2021-04-13 19:20:01,대한민국 20~30프로 극좌익 설문조사 ㅋㅋㅋ
"[JTBC 여론조사②] ""대통령감 절대 아니다"" 1위도 윤석열",2021-04-13 17:56:00,정***훈,2021-04-13 19:14:58,"니들이 싫다고 해 봐야 대세는 변하지 않는다. 우리나라는 일부 강성 민주당 지지자들의 나라가 아니다. 중도의 의견이 제일 중요하고, 그들의 의견이 곧 국가의 길이 된다."
"윤석열 행보, 어디든 '윤석열'이라지만…주목받는 안철수와 연결고리",2021-03-11 15:32:00,1***y,2021-03-11 16:30:40,기레기들은 이런 윤비어천가 진짜 쪽팔리지도 않냐?
"[JTBC 여론조사]재보선 이후 첫조사, 윤석열 36.3%, 이재명 23.5%, 이낙연 12.3%",2021-04-12 19:06:00,김***철,2021-04-12 21:33:19,조중동과 리얼미터를 믿어? 그 거품 빠지는걸 보여주지
"[JTBC 여론조사]재보선 이후 첫조사, 윤석열 36.3%, 이재명 23.5%, 이낙연 12.3%",2021-04-12 19:06:00,한***우,2021-04-12 19:41:08,세상에나 저분이 대통령이 된다굽쇼??
"[JTBC 여론조사]재보선 이후 첫조사, 윤석열 36.3%, 이재명 23.5%, 이낙연 12.3%",2021-04-12 19:06:00,조***영,2021-04-12 19:37:55,대선주자 1위가... 대한민국을 위해 무엇을 했는지 도무지 알 수가 없으니... 쩝...
"[JTBC 여론조사]재보선 이후 첫조사, 윤석열 36.3%, 이재명 23.5%, 이낙연 12.3%",2021-04-12 19:06:00,1***y,2021-04-12 19:24:28,그만 좀 띄워 개역겨워
"[단독]JTBC 2차 여론조사 오세훈 57.1%, 박영선 36.1%...적극투표층 격차는 줄었다",2021-04-01 17:06:00,f***7,2021-04-01 18:45:54,아직도 지대가리 깨면서 지대가리 골수까지 빨아먹는애들을 잘못된 신념만 앞세워 지지하는 사람들 많네 ㅋㅋㅋ 풉
"윤석열 퇴임 후 첫 공개일정은 사전투표, 해석 분분",2021-04-02 15:42:00,c***2,2021-04-02 19:05:32,정치 검찰 소리듣기 싫다면..정치와는 거리를 둬야 할 텐데.. 집안이 사기꾼이라.. 저급한 인간이 하는 짓이란....
"윤석열 퇴임 후 첫 공개일정은 사전투표, 해석 분분",2021-04-02 15:42:00,r***K,2021-04-02 17:53:27,"검찰총장이 자기 편 안들어준다고 '정치검찰'이라 비난하면서, 정치할거면 총장직 내려놓고 하라고 함. 그래서 정치하려고 총장직 내려놓으니 이 엄중한 시기에 사퇴나하고 무책임하다고 난리침. 이번에는 국민으로서 투표행사하는 데 정치색 들어낸다고 난리~"
"윤석열 퇴임 후 첫 공개일정은 사전투표, 해석 분분",2021-04-02 15:42:00,최***채,2021-04-02 16:52:02,조용히 투표했으면 이미지가 좋았을텐데 아직도 영웅심을 갖고 있네요 인생사가 항상 순탄한것 아닙니다
"[단독] JTBC 서울시장 여론조사, 야권후보 누가 돼도 과반 지지 확보",2021-03-22 18:02:00,g***6,2021-03-24 14:16:34,"기대된다 ......... 여론조사 지지율 3위 ........허경영 후보가..........박영선, 오세훈과 토론 하는 것이 말이다............."
"[단독] JTBC 서울시장 여론조사, 야권후보 누가 돼도 과반 지지 확보",2021-03-22 18:02:00,한***천,2021-03-24 13:57:49,"여론 조사 잘 못 돼었다.
허경영과 다른 후보를 포함하여 조사하라.
국민재산, 국가재산 도독질하는 기성정당만 후보가 아니다.
그들은 도둑이다.
허경영이 답이다.
무보수 자원봉사 누가 감히 할 수있나?
한번 손들와보라고요!
누가 시민배당금지급 할 수있나, 기존예산에서 절약하여,
누가 1급수를 시민에게 공급 할 수 있나?
누가 보동산 보유세 폐지 할 수있나?
허경여 대통령 되는 날,
우리 국민은 이보다 더큰 혜택을 본다.
기대하시라 국민이여!"
"[단독] JTBC 서울시장 여론조사, 야권후보 누가 돼도 과반 지지 확보",2021-03-22 18:02:00,최***숙,2021-03-24 13:52:49,서울시장 허경영후보를 적극 지지합니다
"[단독] JTBC 서울시장 여론조사, 야권후보 누가 돼도 과반 지지 확보",2021-03-22 18:02:00,천***진,2021-03-24 13:41:09,"여론조사 공정해야한다..
아파트분양가 상한제를 폐지하고 부동산 투자 시장 자율에 연애 결혼 출산 공영제 하고 취수원을 청평댐으로 옮겨 특급수 공급 하고 보유세 상속세를 폐지하고 양적완화 하여 18세부터 1억주고 세금절약 하여 배당금 150이상 지급 하고 징병제 폐지하고 모병제로 해야 주식시장 1억원 미만 거래세 면제해야 공매도 폐지해야 한다..쌍벌죄를 페지 뇌물 받은 자만 처벌하여 부정부패를 차단한다..UN 본부 판문점으로 이전 해야 한다."
"[단독] JTBC 서울시장 여론조사, 야권후보 누가 돼도 과반 지지 확보",2021-03-22 18:02:00,국***허,2021-03-24 13:07:36,"허경영 지지율 3위!! 4위의 3배로 압도적 3위!!
티비 생방송 '초청토론회'에 0.0% 지지율 이수봉 말고
허경영 초청해야 잼있죠~
선관위가 이상한 듯 합니다"
"[단독] JTBC 서울시장 여론조사, 야권후보 누가 돼도 과반 지지 확보",2021-03-22 18:02:00,국***허,2021-03-24 13:06:34,"허경영 지지율 3위!! 4위의 3배로 압도적 3위!!
티비 생방송 '초청토론회'에 0.0% 지지율 이수봉 말고
허경영 초청해야 잼있죠~~
선관위가 이상한 듯 합니다!!"
"[단독] JTBC 서울시장 여론조사, 야권후보 누가 돼도 과반 지지 확보",2021-03-22 18:02:00,c***2,2021-03-22 19:13:37,그래.. 아이들 밥그릇 빼앗는 인간이 서울 시장되고... 대통령도 시켜봐라.. 명박이 근혜 보고도 또 왜구니?
"[단독] JTBC 서울시장 여론조사, 야권후보 누가 돼도 과반 지지 확보",2021-03-22 18:02:00,j***k,2021-03-22 18:49:50,"딱히 현 정권이 잘 했다고 할 수는 없지만,,,, 그렇다고 국민의힘이 당선이 된다고 해서 더 잘 할 수 있다고 생각하는 것 자체가 모순 같은데,,,, 점차 투명한 방향으로 개선되고 있는 현 상황에서 다시 불투명의 시대로 전환을 꾀하는 이들의 꾐에 넘어가지는 말아야 할 것 같은데,,,, 쩝, 쩝,,,,ㅠㅠ"
"[단독] JTBC 서울시장 여론조사, 야권후보 누가 돼도 과반 지지 확보",2021-03-22 18:02:00,1***y,2021-03-22 18:42:58,기레기들이.저 돼지 장모 마누라 의혹엔 입을 처다무니 ㅋㅋ
"'말하는대로' 이뤄진 김종인, 이번엔 ""오세훈 5~7%p 차로 이길 것""",2021-03-26 11:44:00,장***주,2021-03-26 18:03:39,"k방역을 착각이라고 하면 세월호 사례와 견주어보면 되고, 안철수는 글타치고 파리운운하는것은 또 한번 인기에 끼어드는 파리 골라내는 것을 맡겨주도록 무언중 의사표시이다 자기pr시대 녹슬지 않은 정치감각 목적을 달성하고 떠날줄 아는자. 그래도 양지를 찿아 한번더 앉을려는 유세가로 부족함이 없는 위인이다. 안00, 홍00 장00 이들은 이들은 김종인위원장에 훨씬 미치지 못한다."
"'말하는대로' 이뤄진 김종인, 이번엔 ""오세훈 5~7%p 차로 이길 것""",2021-03-26 11:44:00,임***식,2021-03-26 17:27:53,"김칫국 드링킹 이야~~~ 국짐 조금 좋다고 바로 콧대봐라. 부동산/전광훈 5세 훈이, 부동산/입시비리/개인불법사찰 형주니 데리고 부끄러운 줄도 모르고 자랑질이네;;"
"'말하는대로' 이뤄진 김종인, 이번엔 ""오세훈 5~7%p 차로 이길 것""",2021-03-26 11:44:00,김***구,2021-03-26 15:15:39,김정일 위원장이 국민의 짐을 움직이는구나
"'말하는대로' 이뤄진 김종인, 이번엔 ""오세훈 5~7%p 차로 이길 것""",2021-03-26 11:44:00,x***4,2021-03-26 14:26:48,"주권자는 더 나쁜 당과 후보를 떨어뜨리는 선거를 해야 합니다
더 나쁜 당과 후보에 표를 더 많이 준다면
나라가 망하기를 바라는 것이나 다름없습니다
설마 나라 망하기를 바라는건 아니겠죠?
이번에 후보를 보면 더 나쁜놈이 확실하게 드러납니다
양파처럼 까도까도 속이 안보이는 후보는 누구입니까?"
"'말하는대로' 이뤄진 김종인, 이번엔 ""오세훈 5~7%p 차로 이길 것""",2021-03-26 11:44:00,1***y,2021-03-26 14:15:36,"윤돼지는 별을 달것 같은데 ㅋㅋ
장모 마누라 때문에 ㅋㅋ"
"'말하는대로' 이뤄진 김종인, 이번엔 ""오세훈 5~7%p 차로 이길 것""",2021-03-26 11:44:00,1***y,2021-03-26 14:10:20,"국짐당 기관지 수준인데
쪼또비씨야"
"여 ""일 잘할 후보 골라달라"" vs 야 ""선거 왜 하는지 알려야""",2021-03-25 19:13:00,장***원,2021-03-28 23:53:08,허경영 후보를 TV 3자 토론에 참여시켜라!!!
"다음 대통령은? ""이재명 25%, 윤석열 23%""",2021-03-18 15:54:00,c***2,2021-04-01 15:00:16,장모.. 마누라 사식이나 준비해라.. 범죄자 집안
"다음 대통령은? ""이재명 25%, 윤석열 23%""",2021-03-18 15:54:00,무***심,2021-03-18 17:35:47,조금 더 있으면 기름기 쫘`악 빠지지 않을까 생각된다
오세훈 지지율 오르자 야권단일화 삐걱,2021-03-15 11:16:00,c***2,2021-03-15 12:45:03,왜구들이야 항상 저러지.. 철수야 넌 팽 당한거야..초딩아...
오세훈 지지율 오르자 야권단일화 삐걱,2021-03-15 11:16:00,김***건,2021-03-15 11:33:16,"그럼 그렇지.
안잽이의 진면목을 제대로 보여주기 바란다."
"민주 ""국회의원 300명 부동산 전수조사""…국민의힘 ""해보자""",2021-03-11 19:07:00,g***g,2021-03-11 20:52:59,"이해충돌방지법을 제정을 계속 반복해서 집중보도해주세요, 국회의원들이 법을 만들때까지 쉬지말고 보도해주세요. 기득권층은 절대 포기하지 않을 겁니다."
