제목,날짜,작성자,작성일,댓글
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,김동*,2021-05-03 14:47:15,"ㅋㅋㅋㅋㅋ
뭘보고 석열이냐???
이게 진짜라면 촛불시민들은 다 죽은거냐???
정말 개가 웃을일이다 !!!"
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,박종*,2021-05-03 14:41:00,개가 웃지요
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,송창*,2021-05-03 14:35:53,로봇찢빠 좋아하는 분들은 이해가 안감...지금처럼 살기 힘든 세상의 연장일텐데....
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,monocode*,2021-05-03 14:11:12,"국민들 32%는 정신 나갔음?
검찰 재직 당시 장모가 범죄를 저질것을 비호한
미친놈을 지지한다고? 무뇌들임? ㅎㅎ
팩트를 저버리고 지지한다고?
누가 논리적으로 반론 할 사람좀 속시원하게
이야기좀 해주실분 ㅎㅎ"
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,박봉*,2021-05-03 14:22:57,결혼 전 니장모가 살인햇음 ..너두살인자냐? 흠이얼마나없길래 그걸로 트집
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,최인*,2021-05-03 13:43:35,한국 큰일일쎄....
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,장대*,2021-05-03 13:36:42,이게 의미가 있나? ㅋㅋㅋ 가족관련해서 몇번 떠들면 윤석렬은 나락으로 갈건데 ㅋㅋㅋㅋㅋㅋ
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,4886280*,2021-05-03 13:15:10,반기문 60%가 넘었었은데 현재 미세먼지 막고 계시는 중... 지지율 아무 소용 없다.
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,박봉*,2021-05-03 13:10:28,"국민들 자각이너무늦다...좌파는 수권능력자체가 없는 루저집단이다..김대중 노무현을 통해서 이미 학습효과를 봣거늘..저런자들이 집권을 10년이상만해도 나라 말아먹는거 시간문제다...어차피 자원이라곤 사람밖에 없는나라선 무슨 장난도아닌 퍼주기 정책인가? 어차피 따블당이라서그렁지 나중엔 세금으로 따따따블로 받을수밖에[ 없는구조,,죽으나 사나 우파가 집권해야 자유대한민국은 미래가있다..좌파에 충성하는 소수무리 철없는 애들이지..세상은어차피 적자생존 ..어딜가나 똑같다..달나라 토끼동꾸멍ㅃㅏ는 감언이설에 속는 어리석은 국민이 돼지말"
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,HHCKERproductio*,2021-05-03 13:37:51,그럼 느그 우파들은 수권능력자체가 있고? 이명바그네 10년은 그럼 어떻게 설명할건데.ㅋㅋㅋㅋ 느그같은것들이 진영만 다른 대깨문같은애들이지.
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,3634766*,2021-05-03 14:07:12,"이명박은 사자방으로 자기 주머니에 퍼주고, 박근혜는 순실이한테 퍼주고 얘들 10년 정권 잡아서 나라꼴 참 좋았지. 얘들은 우파도 보수도 아니고 걍 국민의 짐이다."
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,4107384*,2021-05-03 13:05:52,"뭐 이상한 일도 아니지.....
진짜 빨갱이 새퀴를 국회의원 만드는데도 있던데 뭘....."
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,박성*,2021-05-03 12:54:42,"부동산정책으로 돌아서도 그쪽으로는 갈수없죠 ,,기권표 던지고말지,,,민주당은 지금이라도 부동산정책에서 실패한 원인을 찾아 본전이라도 찾아라,,,"
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,Hey Jun*,2021-05-03 12:51:47,32퍼가 공산국가를 지향하네 ㅋㅋㅋㅋㅋㅋㅋ 석렬이가 민주주의에 어울리나!?? ㅋㅋㅋㅋㅋㅋㅋ
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,한동*,2021-05-03 12:34:21,누가 조사한거냐 웃기는 정치판이군 나라 말아먹을 인간이???
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,최재*,2021-05-03 12:16:56,차기 영부인 선호도도 조사해 봐! 쥴리가 과연 몇 등 할지.....
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,이병*,2021-05-03 12:16:29,파렴치함의 끝판왕 윤짜장이 대선선호도 1위라니.. 표적수사와 기소로 검찰을 조폭양아치 집단으로 만든 놈이 대선 주자라니.. 참 한심한 지경이로군. 문정권과 거대 여당인 민주당은 느끼는 바 없냐?
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,2749441*,2021-05-03 12:13:59,"윤석렬이 정치하려고 그런 행보를 한 거구나.
박정희가 되고 싶었구먼. 아저씨,어림도 없네요."
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,이재*,2021-05-03 12:05:34,"이게 웃기는게 윤석렬은 정치인도 아닌데 왜 후보에 넣은건가요..
이런 식으로 여론조사하면 bts가 1등 먹겠네..."
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,이선*,2021-05-03 12:01:00,이 때쯤 하는 여론조사 아무 의미없습니다. 과거 1등한 후보 당선되었나요? 아래 리얼미터에 대한 평가가 있지만 신뢰도 많이 떨어집니다.
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,이태*,2021-05-03 11:25:46,"윤석열은 100분 토론만 나와도..
안철수랑 비슷할 거 같은데..
안철수는 100분토론에서 입증 되었죠ㅋ"
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,4999740*,2021-05-03 11:25:36,와~ 지금껏 살면서 내가 믿고싶지않은 일들이 가끔씩 벌어지는데 어떻게 참고 견뎌야하나 .
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,이태*,2021-05-03 11:21:00,"여러분 저거 아~~~무런 의미 없는거 아시죠?

리얼미터에요^^"
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,이태*,2021-05-03 11:23:59,저랑 앞 두글자 이름이ㅋㅋ
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,이정*,2021-05-03 11:07:38,"별로 중요하지 않은....
민주당이 부동산정책으로 말아먹어도 국짐당이나 검찰깡패는 아니지싶네요~~"
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,홍석*,2021-05-03 11:24:44,이성윤은 아직 정치 않하는데 정치깡패라고 하기는..
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,toran a*,2021-05-03 10:53:52,지지율은 정말 필요없는 것이 인기투표에 가깝다.. 실제로 대선을 목전에 두면 모두 긴장하게 된다.. 그러면 신중하게 누가 대통령이 되는 지 뽑게 마련이다. 현재 둘다 잘 모르는 상황에서 그냥 좋아서 뽑는 데이터는 그냥 참고만 하고 된다. 너무 기사화 하지 말라..
차기 대선주자 선호도 윤석열 32%·이재명 23.8%·이낙연 9.0%,2021-05-03 09:46:00,유영*,2021-05-03 10:49:18,"아무리 민주당이 싫어도 윤석열은 아니지 않냐~!??
저런 사람이 대통령?? 어이쿠~~ 미얀마랑 뭐가 틀리냐 ㅋㅋ"
11개월 남은 대선시계…대선주자 손익계산서는?,2021-04-08 20:06:00,이연*,2021-04-09 14:16:15,이낙연 ....아~두통이야
11개월 남은 대선시계…대선주자 손익계산서는?,2021-04-08 20:06:00,4886280*,2021-04-08 21:44:35,"박근혜 이명박 사면론으로 집토끼도 다 놓치고 징벌적 손해배상은 흐지부지, 언론개혁은 손도 안 대, 검찰 개혁은 우물쭈물 어영부영 당하기만 하니 민주당 지지하던 사람들도 돌아서기 십상이다. 조국 추미애 방어는 하나도 하지 않고 다들 제몸 사리거나 살짝 배반한 놈들까지 생겨나고 있으니 이런 당을 어떻게 믿고 지지하겠는가! 그런 사이에 진짜 사깃꾼들은 상처를 이용하여 암덩이처럼 한 자리씩 꿰어차고 있으니... 다시 고질병이 재발한 것 같다. 한국사회 아직 멀었다."
"김종인 떠난 국민의힘, 박근혜 탄핵·사면 놓고 갑론을박",2021-04-21 11:17:00,조준*,2021-04-21 14:53:49,ㅋㅋㅋ에라이 그럼 그렇지....아직도 잘해서 된줄 알고있나보네
"유승민 ""윤석열, 국민의힘과 합칠 수밖에 없을 것""",2021-03-29 10:42:00,이기*,2021-03-29 13:24:00,"너나잘해 이말도 아까워
관심끌지마"
"유승민 ""윤석열, 국민의힘과 합칠 수밖에 없을 것""",2021-03-29 10:42:00,3935575*,2021-03-29 12:52:54,뭐지..네이버가 이상해
"유승민 ""윤석열, 국민의힘과 합칠 수밖에 없을 것""",2021-03-29 10:42:00,김영*,2021-03-29 12:16:43,"검찰총장 끌여드려서 간판세우려는 유승민.,.......그렇게 인물이없냐.....윤석열꼬셔서 정치해라.,.....
탈탈털리고 명예도없이 남은여생 살아가다 끝난다.....윤석열이용가치없으면 반기문처럼 버릴거지???
"""
"유승민 ""윤석열, 국민의힘과 합칠 수밖에 없을 것""",2021-03-29 10:42:00,별당머*,2021-03-29 11:26:26,윤총장 입당하는순간부터는 망하는순서가될터 유념하시길
"유승민 ""윤석열, 국민의힘과 합칠 수밖에 없을 것""",2021-03-29 10:42:00,우연*,2021-03-29 11:16:27,"셀프 추천인거야?
승민아? ㅋㅋㅋ"
"유승민 ""윤석열, 국민의힘과 합칠 수밖에 없을 것""",2021-03-29 10:42:00,김성*,2021-03-29 11:04:37,"승민이가 여기서 왜나와?
배신의 아이콘 ,탄핵의 주역 , 집구석으로 가거라.
오세훈 유세장 뒤에 숨어서 카메라 앞에 얼굴은 왜 디밀고 난리냐! 꼴 사납다."
'대선 출마' 이낙연 당 대표 사퇴…이재명은 응원,2021-03-10 07:16:00,777457*,2021-04-12 20:07:37,나견이가 홀라당 말아 먹고 가는구나 에혀라 디여~~~~
'대선 출마' 이낙연 당 대표 사퇴…이재명은 응원,2021-03-10 07:16:00,2944717*,2021-03-11 11:20:52,국짐 자체를 시러함 윤내세워 LH사태처럼 땅투기 나 하려는 쥐세끼집단!
'대선 출마' 이낙연 당 대표 사퇴…이재명은 응원,2021-03-10 07:16:00,조정*,2021-03-10 11:18:20,문재인 정부 기간 동안 야당은 바닥으로 추락한 당 지지율 끌어올리겠다고 여당 발목 잡고 예나 지금이나 다름이 없는 네거티브 전략만 고수했지 정작 대선후보들 준비는 하고 있었냐. 이제 1년밖에 남질 않았는데 도대체 어떤 인물이 나올 수 있을까. 야당에 인물이 없으니 윤석열만 죄다 빨고 있는거 아냐. 윤석열이 야당 인물이냐? 윤석열이 집권하면 니네 뜻대로 조종할 수 있을 것 같냐? 아니올시다. 구김당은 예나 지금이나 헛다리 짚고 헛발질 하는 건 변함이 없다. 그러니 국민들에게 신뢰를 못 주지.
'대선 출마' 이낙연 당 대표 사퇴…이재명은 응원,2021-03-10 07:16:00,강형*,2021-03-10 09:59:59,그네 나오게 할까봐 안찍을란다.
'대선 출마' 이낙연 당 대표 사퇴…이재명은 응원,2021-03-10 07:16:00,정두*,2021-03-10 09:52:50,"이런 무능한 놈이 대선주자라구? 참 한심한 놈들이 감히 무능한 주제에 나라를 이끌겠다고 서로 쓰레기들끼리 뭉쳐서 이익을 나눠먹으려고?? 정권을 구더기똥당에 넘기는 것은 상상도 하기 싫지만, 이런 무능한 놈이 나라를 이끌게 된다면 그 또한 끔찍하다 이 잡놈아."
'대선 출마' 이낙연 당 대표 사퇴…이재명은 응원,2021-03-10 07:16:00,김기*,2021-03-10 09:41:30,"출마하시고 공천받으셔서 꼭 대선주자되십시요
그래야 상대측 후보가 승리할 확률이 더 올라갑니다"
'대선 출마' 이낙연 당 대표 사퇴…이재명은 응원,2021-03-10 07:16:00,최영*,2021-03-10 08:57:33,"이낙연씨!
당신은 어떤 사람 입니까?
우리 눈에 당신은 국민을 위한 진보주의자가 아닌 권력을 얻으려는 일개 정치인으로 자꾸 비치는 이유는 무엇 일까요?

권력이 목적이라면 빨리 진보에서 나가시길 부탁드립니다.
국민이 진보에 바라는 것을 그동안 우리나라에 불공평하고 불공정한 세상을 바꾸라는 명령입니다.
진보를 가장한 권력자를 국민은 바라지 않습니다.
권력을 바란다면 진보의 테두리에 머물지 말고 빨리 떠나시길 부탁드립니다."
대선 D-1년…양강 구도 속 추격전,2021-03-09 12:10:00,Justso*,2021-03-09 12:48:19,"국민이 우선 ""주목""해야 될 사항은 윤씨의 처
김건희와 장모의 불법에 관한 것이다.

현재 담 대선에 관한 국민의 관심이 윤씨에게
집중 되는 건 여러 가지 원인이 잇지만,
그저 ""또 다른 안철수 식"" 현상으로 가볍게
보는 게 맞다.

상식적인 판단이지만,
좀 더 구체적인 윤씨 자신과 가족의 비리와 불법이
나오게 되면, 본인 스스로 사라지지 않을까 한다.
우리는 수 없이 그런 상황들을 마주하고,지켜보지
않았나.
한 때 좍좍 뿌리며 지나가는 소나기일 뿐이다."
대선 1년 앞…선두주자들은 여의도에 없다,2021-03-09 14:48:00,이상*,2021-03-10 03:13:33,"ㅇㅈㅁ이 1위 아니면 양강구도 속에 있다는 현실이 정말 너무 매우 아주 우끼고 자빠졌네 라는 생각 자꾸드네
이런 데길
윤리도 아래위도 없고 막 노동판 짓이나하는"
"유승민 ""與, 돈 쓰는 데 귀신…가덕도 28조원 대가 치를 것""",2021-03-02 20:52:00,Justso*,2021-03-03 04:00:57,"입초시에 이골난 유 씨가 처뱉는 게 아닌,

다른 경제학자가 ""가덕도 28조원"" 분석기사를

썻다면, 읽어는 봣을거야.

유씨, 네 말은 그저 ""똥""이다."
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,재*,2021-03-17 12:23:08,막상 레이스 땅 하면 반기문짝 나지
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,천*,2021-03-12 06:58:09,잠룡이라 하기엔ᆢ 아무나 후보내니 제 2의 박근혜 또 나올라ᆢ
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,이창*,2021-03-09 17:57:51,윤씨꼭완주해라
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,Sunhaeng Par*,2021-03-09 16:22:54,"유튜브에서 131270thebest를 검색시청하시면 신의 존재증명, ** 받는법, 천국 과 지옥, 축복 과 저주, 기도하는법, 요한계시록, 악의 존재이유, 최후의 심판, 이긴자와 144000, 정의, 유일신, 양심과 **, 성령 받는법 등등 설명을 들을 수 있습니다."
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,천*,2021-03-12 06:59:23,성경이나 읽으세요ᆢ이상한 데 기웃거리지말고
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,2944717*,2021-03-09 15:30:06,쓰레기 지
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,김길*,2021-03-09 14:07:04,버블!
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,Justso*,2021-03-09 13:05:09,"김한길....??

안철수를 ""간만 보는 정치""에 올인하도록 탈당을

권하고 가르친 스승이 김한길씨 아닌가??

윤씨가 김한길의 훈수를 받고 뛰어든다면

윤씨는 졸지에 ""또 다른 안철수 아바타""가 되는 거지.

김한길은 ""악인""은 아니지만, 제 인생도 제대로

간파하지 못하는 주제에 소설 쓰듯이 남의 인생을

재단하는 못된 버릇이 잇다."
