제목,날짜,작성자,작성일,댓글
부동산 민심 격돌…'달래기' vs '파고들기',2021-03-27 19:59:00,신명*,2021-03-28 07:08:02,"더불어만진당 때뭉에 보궐선거
후보내지 않겠다던 당론 바꾸고 나온사람
원칙, 기준, 논리도 없는 당

기회는 평등
과정은 공정
결과는 정의
진보를 가장한 좌파들이 선전선동 하던 말
언론계 출신들 말로하는정치는 명품 현실정치는 함량미달도 안되는 저질
스스로 목숨을 끊고 명예를 지켜야 한다"
부동산 민심 격돌…'달래기' vs '파고들기',2021-03-27 19:59:00,김진*,2021-03-28 07:04:08,놀랍군요. 여긴 아직도 정신 못차리고 민주당 지지하시는 분들이 이렇게나 많은지? 진짜 알바가 아니라면 정말 큰일이네요. 피같은 우리 세금으로 왜 보궐선거를 하는지. 얼마나 양심없는 내로남불당인지 다시한번 생각이란걸 해보시길요
부동산 민심 격돌…'달래기' vs '파고들기',2021-03-27 19:59:00,임홍*,2021-03-28 06:59:47,우리는 과거에 국힘당과 오세훈이 한 짓을 알고 있습니다. 뿌리깊게 자리잡고 있는 기득권의 방패 노릇을 하는 국힘당에 지지를 보낸다면 우리는 또 그들에게 놀아나는 꼴이 될뿐입니다.
부동산 민심 격돌…'달래기' vs '파고들기',2021-03-27 19:59:00,김영*,2021-03-28 05:58:23,"박영선 은 선명하다
박영선 은 똑똑하다
박영선 은 공정하다
박영선 은 확실하다
박영선 은 미래가밝다
서울시장 은 박영선 뿐이다"
부동산 민심 격돌…'달래기' vs '파고들기',2021-03-27 19:59:00,최훈*,2021-03-28 04:09:02,재건축 재개발을 전부 허용하면 물론 일시적으로 투기판되겟지 하지만 장기적관점으로 보면 시세안정에 유익하다는건 이미 지난 10년 증명됬지.. 땅투기가 가장많은시기는 엄연히 이명박근혜때 라는것을 누구나 다아는 사실 하지만 현실은 폭등 폭락을 반복하며 박스권 이었지.. 거래량도 매우 활발했고.. 그러나 박원순 당선되고 공급자체를 부정해버리고 문재인 정부들어서면서 온갓 규제와 투기세력잡는다면서 각종 세금 폭등시키고 거래량은 소멸되어버리고 신규공급도없으니 기존건축물들은 저절로 우상향하며 패닉바잉을 부추겻지..
달아오르는 선거전…여야 지도부 '총력전',2021-03-26 14:53:00,장창*,2021-03-29 13:26:25,코로나 이후는 전쟁.
달아오르는 선거전…여야 지도부 '총력전',2021-03-26 14:53:00,장창*,2021-03-29 13:23:26,원래 반란군인들은 제정신이 아님. 광주때 미쳐날뛴 63년생들 아직도 뭘 쳐묵고 무슨 똥을 싸고있냐.
달아오르는 선거전…여야 지도부 '총력전',2021-03-26 14:53:00,장창*,2021-03-29 13:21:26,"미얀마 군부. 자국민을 죽이는 행위. 곧 너희들도
죽을것이다. 죽음의 느낌이 뭔지 알필요 없다."
달아오르는 선거전…여야 지도부 '총력전',2021-03-26 14:53:00,장창*,2021-03-29 13:15:25,"적폐들에 대한 지난4년 유예기간 종료됨.
현정부는 법대로 처리해라. 관용 베풀지 마라.
한 마디로 눈에는 눈. 이에는 이. 집행해라. 끝."
달아오르는 선거전…여야 지도부 '총력전',2021-03-26 14:53:00,hongs*,2021-03-27 01:53:13,"* 황교안 김종인 의 음모 ; 동조자 오세훈 김무성 유승민 홍징표 탄핵주동자들 ,
* 1, 김종인 은 좌익 전라도당세력의 핵심인물 , 전라남도 광주시 광주서석초등학교 졸업 , 광주서중학교 졸업 , 광주제일고등학교출신 으로 , 국회의원 5기 5번 모두 민주당소속이엇다. 이러한전라도당 핵심 인물 김종인에게,국민의힘 당권을 넘겨준 황교안,
*2, 보수정당 전국민의51%이상 지지하는 박근혜 대통령 (새누리당 자유한국당 미레통 국민의힘)을 말살하려는가 !?
*3, 황교안은 죄없는 박근혜 대통렴 님이 부당하게탄핵된후 , 보수당의대표등, 보수계 당을장악한다음에 60명의 탄핵반대 국회의원들은 외면하고 , 탄핵주도 핵심뱀버 심재철 주호영 나경원 유승민 등을 당요직에등용한 황교안 , 배신자 2중인격 황교안 , 0.下의 저질,
* 황교안 김무성 유승민 홍준피　오세훈 심재철 주호영 나경원의 간교하고 배신적인 야합을 전국민의 51%가 용서할수가 없다 ! 황교안 이 김종인까지 합세, 그들은 보수 우파가 아니고 , 황당한 중도혁신을 가칭하는 종북좌파의 하수인역활；…
**당 창당 , 전국 보수우파의 지지를 모을수있는 우익 보수 의 핵심 , 최경환 等 60명 이넘는 국회의원들 ,윤석열 황우여 우병우 이인제 서청원 홍문종 김문수 전광훈 조원진 김창중 이정현 박찬주 등等이 힘을합하여 , 진정한 국민이 원하는 전국민의 51%넘는 선명한 보수우파의 저력을 결집할수가있다 !.?

https://www.*****be.com/watch?v=cbYBs167wA0"
'들쭉날쭉' 여론조사…팩트체크로 정확한 민심 읽기,2021-03-08 20:52:00,Won-Seok Gi*,2021-03-10 19:23:07,"국어 발음규칙과 음운법칙상 상호동화 현상은
/ㄱㄹ/ 음소환경에서만 일어난다.

/ㄱㄹ/이 [ㅇㄴ]으로 발음되는 현상이
국어 음운법칙에서 상호동화 현상이다.

그래서 {독립}이 [동닙]으로 발음되고
{백로}가 [뱅노]로 발음되는 것이다.

그러나 {윤석열}의 {석열}은 음소 조건이
/ㄱㄹ/이 아니고 /ㄱㅇ/이다.

따라서
/ㄱㅇ/은 절대로 [ㅇㄴ]으로 발음될 수 없다.

윤서결은 어감(word sense)이 흉하고
윤성녈은 어감이 흉하지 않다.

그러므로
썩을놈을 어감 좋은 [윤성녈]로 절대로
쉴드치지 말아야 한다."
'들쭉날쭉' 여론조사…팩트체크로 정확한 민심 읽기,2021-03-08 20:52:00,Won-Seok Gi*,2021-03-10 17:36:47,"윤서결은 끝장난다.

앵커는 바른 국어 사용에 책임이 있다.
국어 발음규칙과 음운법칙을 공부하라.

이낙연은 [이나견]으로 읽으면서
윤석열은 왜 [윤서결]로 읽지 않나?

내가 여기서 누차 지적했지만,
윤석열의 한자 표기가 尹錫悅이다.
尹錫烈이 아니다.

尹錫悅의 한글 표기는 윤석열이고
尹錫烈의 한글 표기는 윤석렬이다.

윤석열의 맞는 발음은 [윤서결]이고
윤석렬의 맞는 발음은 [윤성녈]이다.

따라서
윤석열을 [윤성녈]로 발음하는 것은
명백히 틀린 발음이다.

윤석열을 윤성녈로 발음해야 한다면,
이낙연도 이낭년으로 발음해야 한다."
"'계획된 사표' 윤석열, 정치인 출사표는?",2021-03-05 20:07:00,이*,2021-03-24 10:56:17,도대체가 언행 불일치에 논리가 빈약하고 공감능력이 몹시취약...검찰의 수장까지 했더라도 능력이라기 보다는 검찰이라는 조직자체가 어이없게도 허술하고 취약함 ! 문대통령 인사책임도 한 몫
"'계획된 사표' 윤석열, 정치인 출사표는?",2021-03-05 20:07:00,너하나로 충분*,2021-03-07 09:29:59,개 쓰레기 만도 못한놈 지들만 살려고 수장하는거냐 진작 떠났어야지 나라 시끄럽게 만들어놓고 암튼 양아치가 따로없다
"'계획된 사표' 윤석열, 정치인 출사표는?",2021-03-05 20:07:00,너하나로 충분*,2021-03-07 09:22:41,박근혜처럼 되겠지 검찰개혁도 못한 놈 ㅜㅜ 안철수 겉으로는 ㅋㅋ 속은 위기감 ㅋㅋ 경쟁상대니깐
"'계획된 사표' 윤석열, 정치인 출사표는?",2021-03-05 20:07:00,고숙*,2021-03-06 13:43:16,"정치개검 개썩럴이 선배검사 여자를 낚아챈넘, 돈많은 이건이 돈으로 뱃대기 채우다 돼지새끼 돼버렸내."
"'계획된 사표' 윤석열, 정치인 출사표는?",2021-03-05 20:07:00,김태*,2021-03-06 11:40:15,"그래바야 일장춘몽이다
봄에꾸는꿈은 개꿈이대다수다"
"[정참시] '윤석열 대통령' 팻말까지...""국민 선동 자중하라""",2021-03-03 21:04:00,유광*,2021-03-05 10:16:49,국민선동? 자기네들이 선동했는거 아닌가? 대구 시민 자율로 했는데 그게 국민 선동이다? 개가 웃을 일아닌가? 와 시장선거 대선 땜시 많이 쫄리는가베 잘하는데 이런일이 벌어졌을가 똥@ 했는××못된 성잘낸다는것 이런걸두고 하는말인 갑다 동내 강아지들 왈왈 하둣 주자들 씨끄럽게 짓고 있네요.
"[정참시] '윤석열 대통령' 팻말까지...""국민 선동 자중하라""",2021-03-03 21:04:00,정동*,2021-03-04 19:30:55,자장 환대해줄 대구를 찾아 계산된 행보를하더니 대권 요심밖에 더없다.
"[정참시] '윤석열 대통령' 팻말까지...""국민 선동 자중하라""",2021-03-03 21:04:00,이창*,2021-03-04 17:50:54,총장하지말고연예인했으면대성했을듯ㅉㅉ
"[정참시] '윤석열 대통령' 팻말까지...""국민 선동 자중하라""",2021-03-03 21:04:00,Won-Seok Gi*,2021-03-04 00:56:49,"어림도 없다.
처와 장모 꼬라지, 의리 없는 인간 꼬라지가
이회창 시즌2가 될 것이 불을 보듯 뻔하다.

앵커와 기자의 틀린 발음을 거듭 지적한다.
앵커와 기자는 틀린 발음을 교정하길 바란다.

윤석열의 한자 표기가 尹錫悅이다.
윤석열의 한자 표기가 尹錫烈이 아니다.

尹錫悅의 한글 표기는 윤석열이고
尹錫烈의 한글 표기는 윤석렬이다.

따라서

표기 {윤석열}의 바른 발음은 [윤서결]이고
표기 {윤석렬}의 바른 발음은 [윤성녈]이다.

국어 발음법칙상 표기 {윤석열}이 [윤성녈]로
발음되는 형태음소론적 조건이 전혀 없기 때문이다."
"[정참시] '윤석열 대통령' 팻말까지...""국민 선동 자중하라""",2021-03-03 21:04:00,이택*,2021-03-04 00:42:54,장모랑 마누라가보면 대통령 안돼것는데
"이재명, 윤석열 견제 ""구태정치 말아야…지지율 언제 내려갈 지 몰라""",2021-03-09 11:37:00,이상*,2021-03-10 03:31:18,"그렇지 지지율 달라졌잖아
니가ㅣ위하다 열이가 1위된거야
앞으로 너 맹이 지지율 4위로 내려않는다에 천오백만표 건다"
"與 지도부, 윤석열에 십자포화…""권력욕 취한 정치 검찰""",2021-03-05 10:47:00,우강*,2021-03-06 01:54:46,"정치검찰은 지들이 만들어놓고 지금 와서는 한다는 소리가
가관"
"與 지도부, 윤석열에 십자포화…""권력욕 취한 정치 검찰""",2021-03-05 10:47:00,김진*,2021-03-06 00:08:04,"이낙연에게 ""鷄卵""이라는 雅號를 贈呈한다."
"與 지도부, 윤석열에 십자포화…""권력욕 취한 정치 검찰""",2021-03-05 10:47:00,6278641*,2021-03-05 21:48:24,"놀고들 있네 오즉하면 계란 세례를 받겠나 정신 차려라
법 만드는것 좋아 마라 공수처 만들때 개때처럼 하더니
너희들 마음에 안맞으면 또만들고 하냐
양심이 있어라 분명히 너희들은 국민의 심판을 받는다
귀신은 뭣하는지"
"與 지도부, 윤석열에 십자포화…""권력욕 취한 정치 검찰""",2021-03-05 10:47:00,8057048*,2021-03-06 21:50:53,나가 놀아라.
"與 지도부, 윤석열에 십자포화…""권력욕 취한 정치 검찰""",2021-03-05 10:47:00,박광*,2021-03-05 19:56:55,"에유 계솔희다. 윤총장이 정치할까봐 어지간히도 겁이 나나보다. 지은 죄들이 많으니 그럴테지. 어서 정권 바뀌어서 집값폭등에 대한 처벌도 받고, 검찰개악에 대한 사항도 철저히 조사 받아야 한다. 특히 집값폭등에 책임있는 자들은 전부 감옥에 쳐넣어야 한다."
"與 지도부, 윤석열에 십자포화…""권력욕 취한 정치 검찰""",2021-03-05 10:47:00,김길*,2021-03-05 19:24:53,"與一利不若除一害, 生一事不若滅一事 라."
